Name    Cell_number Total_area  Avg_area
Segmented_GiantCells_pAR111-Col-T1#2-10X-1A_Maximumintensityprojection.tif	22	3151	143.227	0.229	0
Segmented_GiantCells_pAR111-Col-T1#20-10X-1A_Maximumintensityprojection.tif	12	1211	100.917	0.088	0
Segmented_GiantCells_pAR111-Col-T1#21-10X-1A_Maximumintensityprojection.tif	23	3439	149.522	0.249	0
Segmented_GiantCells_pAR111-Col-T1#22-10X-1A_Maximumintensityprojection.tif	30	3822	127.400	0.277	0
Segmented_GiantCells_pAR111-Col-T1#23-10X-1A_Maximumintensityprojection.tif	27	2857	105.815	0.207	0
Segmented_GiantCells_pAR111-Col-T1#24-10X-1A_Maximumintensityprojection.tif	12	1093	91.083	0.079	0
Segmented_GiantCells_pAR111-Col-T1#3-10X-2A_Maximumintensityprojection.tif	17	2556	150.353	0.185	0
Segmented_GiantCells_pAR111-Col-T1#4-10X-2A_Maximumintensityprojection.tif	25	3403	136.120	0.247	0
Segmented_GiantCells_pAR111-Col-T1#5-10X-1A_Maximumintensityprojection.tif	8	917	114.625	0.067	0
Segmented_GiantCells_pAR111-Col-T1#6-10X-2A_Maximumintensityprojection.tif	23	3762	163.565	0.273	0
Segmented_GiantCells_pAR111-Col-T1#7-10X-1A_Maximumintensityprojection.tif	35	4303	122.943	0.312	0
Segmented_GiantCells_pAR111-Col-T1#8-10X-1A_Maximumintensityprojection.tif	24	3154	131.417	0.229	0
Segmented_GiantCells_pAR111-Col-T1#9-10X-1A_Maximumintensityprojection.tif	17	2373	139.588	0.172	0
Segmented_SmallCells_pAR111-Col-T1#1-10X-1A_Maximumintensityprojection.tif	176	4898	27.830	0.355	0
Segmented_SmallCells_pAR111-Col-T1#10-10X-1A_Maximumintensityprojection.tif	57	1500	26.316	0.109	0
